case,dataset,seq_len,pred_len,features,train_reversed,test_reversed,channels,train_windows,test_windows,mse,mae,dlinear_mse,dlinear_mae,mse_ratio_vs_dlinear,mae_ratio_vs_dlinear,seconds,checkpoint
RN,traffic,96,336,M,True,False,862,11849,3173,0.6047808930339744,0.3723321973289808,0.435,0.29,1.390300903526378,1.2839041287206236,7.962019374943338,checkpoints/reversal/ols_RN_traffic_s96_p336_M.npz
RN,traffic,96,720,M,True,False,862,11465,2789,0.6453045998816452,0.3936585384859138,0.464,0.307,1.3907426721587182,1.282275369660957,13.388973124907352,checkpoints/reversal/ols_RN_traffic_s96_p720_M.npz
NR,traffic,96,96,M,False,True,862,12089,3413,0.6548172086194494,0.39707141312239297,0.41,0.279,1.597115142974267,1.4231950291125195,3.73224433301948,checkpoints/reversal/ols_NR_traffic_s96_p96_M.npz
NR,traffic,96,192,M,False,True,862,11993,3317,0.6023170376600553,0.36857496877674256,0.423,0.284,1.4239173467140787,1.2977991858336007,5.2865382499294356,checkpoints/reversal/ols_NR_traffic_s96_p192_M.npz
NR,traffic,96,336,M,False,True,862,11849,3173,0.6141508529920391,0.3753494778253166,0.435,0.29,1.4118410413610094,1.2943085442252298,7.3157847909023985,checkpoints/reversal/ols_NR_traffic_s96_p336_M.npz
NR,traffic,96,720,M,False,True,862,11465,2789,0.664711540934359,0.40150744082814616,0.464,0.307,1.4325679761516357,1.307841826801779,13.129210749990307,checkpoints/reversal/ols_NR_traffic_s96_p720_M.npz
RR,traffic,96,96,M,True,True,862,12089,3413,0.65466000975808,0.3963342281573914,0.41,0.279,1.5967317311172684,1.4205527890945926,4.963089083903469,checkpoints/reversal/ols_RR_traffic_s96_p96_M.npz
RR,traffic,96,192,M,True,True,862,11993,3317,0.6024029247148405,0.36822294323428734,0.423,0.284,1.424120389396786,1.2965596592756599,6.126416792045347,checkpoints/reversal/ols_RR_traffic_s96_p192_M.npz
RR,traffic,96,336,M,True,True,862,11849,3173,0.6143027170452885,0.3747267045781906,0.435,0.29,1.4121901541271,1.2921610502696228,8.178426458034664,checkpoints/reversal/ols_RR_traffic_s96_p336_M.npz
RR,traffic,96,720,M,True,True,862,11465,2789,0.664829196922981,0.4004566658166878,0.464,0.307,1.4328215450926314,1.3044191068947486,13.953599750064313,checkpoints/reversal/ols_RR_traffic_s96_p720_M.npz
