case,dataset,seq_len,pred_len,features,train_reversed,test_reversed,channels,train_windows,test_windows,mse,mae,dlinear_mse,dlinear_mae,mse_ratio_vs_dlinear,mae_ratio_vs_dlinear,seconds,checkpoint
NR,weather,336,192,M,False,True,21,36360,10348,0.21059229232917076,0.27183208458450997,0.225,0.269,0.9359657436852034,1.0105281954814496,2.2486647919286042,checkpoints/long_input/ols_NR_weather_s336_p192_M.npz
NR,weather,336,336,M,False,True,21,36216,10204,0.2502488548248541,0.31029428491761596,0.271,0.301,0.9234275085787973,1.0308780229821128,2.4691548331175,checkpoints/long_input/ols_NR_weather_s336_p336_M.npz
NR,weather,336,720,M,False,True,21,35832,9820,0.30106700018029725,0.35560833560254657,0.338,0.348,0.890730769764193,1.021863033340651,4.064483500085771,checkpoints/long_input/ols_NR_weather_s336_p720_M.npz
RN,weather,336,96,M,True,False,21,36456,10444,0.1730211853283595,0.23165966102648347,0.182,0.232,0.9506658534525247,0.998533021665877,1.6603687920141965,checkpoints/long_input/ols_RN_weather_s336_p96_M.npz
RN,weather,336,192,M,True,False,21,36360,10348,0.21402240622028693,0.2692340205237998,0.225,0.269,0.9512106943123864,1.00086996477249,2.183058707974851,checkpoints/long_input/ols_RN_weather_s336_p192_M.npz
RN,weather,336,336,M,True,False,21,36216,10204,0.2588172807443113,0.30610281148876795,0.271,0.301,0.9550453163996727,1.01695286208893,2.7182434170972556,checkpoints/long_input/ols_RN_weather_s336_p336_M.npz
RN,weather,336,720,M,True,False,21,35832,9820,0.3199544139267567,0.3556036652887307,0.338,0.348,0.9466106920909961,1.0218496128986516,4.291148875141516,checkpoints/long_input/ols_RN_weather_s336_p720_M.npz
RR,weather,336,96,M,True,True,21,36456,10444,0.17231069423745748,0.23121609554093714,0.182,0.232,0.9467620562497664,0.9966211014695566,2.1734086249489337,checkpoints/long_input/ols_RR_weather_s336_p96_M.npz
RR,weather,336,192,M,True,True,21,36360,10348,0.2098672752407102,0.26924975445225274,0.225,0.269,0.9327434455142675,1.0009284552128355,2.189511083997786,checkpoints/long_input/ols_RR_weather_s336_p192_M.npz
RR,weather,336,336,M,True,True,21,36216,10204,0.24940674993401812,0.30704394079830033,0.271,0.301,0.9203201104576314,1.0200795375358815,2.640520666958764,checkpoints/long_input/ols_RR_weather_s336_p336_M.npz
RR,weather,336,720,M,True,True,21,35832,9820,0.2998794202922481,0.35074557586159877,0.338,0.348,0.8872172197995506,1.0078895858091919,4.2930265420582145,checkpoints/long_input/ols_RR_weather_s336_p720_M.npz
NN,illness,336,24,M,False,False,7,317,170,4.60935490940739,1.5622029404697444,1.683,0.858,2.7387729705332085,1.820749347866835,0.02589625003747642,checkpoints/long_input/ols_NN_illness_s336_p24_M.npz
NN,illness,336,36,M,False,False,7,305,158,5.440831021492317,1.7453323712817483,1.703,0.859,3.1948508640589055,2.0318188257063428,0.025137332966551185,checkpoints/long_input/ols_NN_illness_s336_p36_M.npz
NN,illness,336,48,M,False,False,7,293,146,5.617617831086587,1.800856115257033,1.719,0.884,3.2679568534535117,2.0371675511957386,0.025796958012506366,checkpoints/long_input/ols_NN_illness_s336_p48_M.npz
NN,illness,336,60,M,False,False,7,281,134,5.772332860729407,1.8460044544885252,1.819,0.917,3.173355063622544,2.0130910081663305,0.02764729200862348,checkpoints/long_input/ols_NN_illness_s336_p60_M.npz
NR,illness,336,24,M,False,True,7,317,170,4.833865971266934,1.7332127644971915,1.683,0.858,2.872172294276253,2.020061497082974,0.02284520911052823,checkpoints/long_input/ols_NR_illness_s336_p24_M.npz
NR,illness,336,36,M,False,True,7,305,158,6.234645777136875,2.0412374856392455,1.703,0.859,3.6609781427697445,2.376295093875722,0.02413012506440282,checkpoints/long_input/ols_NR_illness_s336_p36_M.npz
NR,illness,336,48,M,False,True,7,293,146,6.06053813613576,2.051290853741165,1.719,0.884,3.5256184619754274,2.320464766675526,0.025427000131458044,checkpoints/long_input/ols_NR_illness_s336_p48_M.npz
NR,illness,336,60,M,False,True,7,281,134,6.152041305778122,2.077877963784793,1.819,0.917,3.3821007728301935,2.265951977955063,0.025770833948627114,checkpoints/long_input/ols_NR_illness_s336_p60_M.npz
RN,illness,336,24,M,True,False,7,317,170,3.5045378005551933,1.3617180187185476,1.683,0.858,2.0823159836929253,1.5870839379004051,0.02347224997356534,checkpoints/long_input/ols_RN_illness_s336_p24_M.npz
RN,illness,336,36,M,True,False,7,305,158,4.140067403279224,1.532724721846509,1.703,0.859,2.4310436895356573,1.784312831020383,0.025852708844467998,checkpoints/long_input/ols_RN_illness_s336_p36_M.npz
RN,illness,336,48,M,True,False,7,293,146,4.376342535832151,1.5924301529772804,1.719,0.884,2.5458653495242296,1.8013915757661543,0.029467915883287787,checkpoints/long_input/ols_RN_illness_s336_p48_M.npz
RN,illness,336,60,M,True,False,7,281,134,4.33454585002591,1.600830878897877,1.819,0.917,2.382927899959269,1.7457261492888516,0.029400750063359737,checkpoints/long_input/ols_RN_illness_s336_p60_M.npz
RR,illness,336,24,M,True,True,7,317,170,1.3776302125524618,0.9777091027798491,1.683,0.858,0.8185562760264181,1.139521098811013,0.027252624975517392,checkpoints/long_input/ols_RR_illness_s336_p24_M.npz
RR,illness,336,36,M,True,True,7,305,158,1.9107857024322772,1.1598200722626257,1.703,0.859,1.1220115692497223,1.3501979886642907,0.028357083909213543,checkpoints/long_input/ols_RR_illness_s336_p36_M.npz
RR,illness,336,48,M,True,True,7,293,146,2.2664684839213503,1.2436194155584424,1.719,0.884,1.3184807934388307,1.4068092936181475,0.02952345786616206,checkpoints/long_input/ols_RR_illness_s336_p48_M.npz
RR,illness,336,60,M,True,True,7,281,134,2.646417504447339,1.3319412508315769,1.819,0.917,1.45487493372586,1.4524986377661688,0.031013083877041936,checkpoints/long_input/ols_RR_illness_s336_p60_M.npz
