dataset,architecture,capacity,condition,seed,run_id,status,duration_seconds,epochs_completed,best_val_mse,parameter_count,train_pairs,val_pairs,test_pairs,target_train_mean,target_train_std,mse,mae,none_mse,event_mse,separation_mse,predicted_separation_energy,true_separation_energy,ambiguity_floor,n_pairs
ETTm1,mlp,512,info100,1,ETTm1__mlp512__info100__seed1,completed,15.98033356666565,18,0.06555944681167603,210784,12000,2000,4000,17.124948501586914,9.173035621643066,0.06933050602674484,0.19750818610191345,0.06225331127643585,0.07640772312879562,0.024434709921479225,0.412765234708786,0.4473574757575989,0.11183936893939972,4000
ETTm1,mlp,512,info100,2,ETTm1__mlp512__info100__seed2,completed,15.805151224136353,18,0.06518968939781189,210784,12000,2000,4000,17.124948501586914,9.173035621643066,0.12072202563285828,0.2733977735042572,0.11166969686746597,0.12977437674999237,0.028140133246779442,0.3309926688671112,0.4473574757575989,0.11183936893939972,4000
ETTm1,mlp,512,info50,0,ETTm1__mlp512__info50__seed0,completed,14.48950743675232,18,0.1751558631658554,210784,12000,2000,4000,17.124948501586914,9.173035621643066,0.19820745289325714,0.30051007866859436,0.07546155154705048,0.320953369140625,0.2398436963558197,0.20764096081256866,0.4473574757575989,0.11183936893939972,4000
ETTm1,mlp,512,info50,1,ETTm1__mlp512__info50__seed1,completed,10.82292628288269,13,0.1762661188840866,210784,12000,2000,4000,17.124948501586914,9.173035621643066,0.18711084127426147,0.29165780544281006,0.0627075806260109,0.31151410937309265,0.24475707113742828,0.2105109542608261,0.4473574757575989,0.11183936893939972,4000
ETTm1,mlp,512,info50,2,ETTm1__mlp512__info50__seed2,completed,12.8365478515625,15,0.17535081505775452,210784,12000,2000,4000,17.124948501586914,9.173035621643066,0.26286208629608154,0.3845675587654114,0.14065906405448914,0.38506510853767395,0.2422545850276947,0.21023045480251312,0.4473574757575989,0.11183936893939972,4000
weather,gru,64,info0,0,weather__gru64__info0__seed0,completed,10.892526149749756,12,0.23265421390533447,23776,12000,2000,4000,411.0543518066406,383.9571228027344,0.22807945311069489,0.2610796391963959,0.004806950688362122,0.45135197043418884,0.44595545530319214,0.0,0.44595545530319214,0.11148886382579803,4000
weather,gru,64,info0,1,weather__gru64__info0__seed1,completed,6.839797258377075,8,0.23296399414539337,23776,12000,2000,4000,411.0543518066406,383.9571228027344,0.2283032387495041,0.2630341649055481,0.005058287177234888,0.45154818892478943,0.44595545530319214,0.0,0.44595545530319214,0.11148886382579803,4000
weather,gru,64,info0,2,weather__gru64__info0__seed2,completed,10.456580638885498,12,0.2328156679868698,23776,12000,2000,4000,411.0543518066406,383.9571228027344,0.22831591963768005,0.2625117599964142,0.0050607542507350445,0.4515710175037384,0.44595545530319214,0.0,0.44595545530319214,0.11148886382579803,4000
weather,gru,64,info100,0,weather__gru64__info100__seed0,completed,22.370633125305176,18,0.03125740587711334,23776,12000,2000,4000,411.0543518066406,383.9571228027344,0.03389913588762283,0.11785938590765,0.007748763542622328,0.06004949286580086,0.05156373605132103,0.3806878626346588,0.44595545530319214,0.11148886382579803,4000
weather,gru,64,info100,1,weather__gru64__info100__seed1,completed,21.381733417510986,18,0.02934342436492443,23776,12000,2000,4000,411.0543518066406,383.9571228027344,0.031316209584474564,0.11020933091640472,0.007156876381486654,0.055475544184446335,0.049287185072898865,0.3699389696121216,0.44595545530319214,0.11148886382579803,4000
