model,dataset,seq_len,pred_len,selected_for_reversal,NN,NR,RN,RR,RN_over_NN,NR_over_NN,RR_over_NN,RN_over_NR,interaction,channel_group
GRU,ETTh2,336,96,False,0.3468963084742427,0.3643209026195109,0.3972618719562888,0.39903642050921917,1.145189101906473,1.0502299785832456,1.15030460331015,1.0904174564235223,0.9564257063331039,unselected
GRU,ETTh2,336,96,True,0.3932798554499944,0.3788924366235733,0.3909875750541687,0.361163596312205,0.9941713760212741,0.9634168426705739,0.9183373908103133,1.0319223538436895,0.95879724610421,selected
GRU,ETTh2,336,336,False,0.4049056572839617,0.38564256811514497,0.4068883522413671,0.3834570464678108,1.0048966837625954,0.952425734680937,0.9470281275889684,1.0550919060363653,0.9894875713104558,unselected
GRU,ETTh2,336,336,True,0.45741907755533856,0.4277607401212056,0.4410812060038249,0.41891248027483624,0.9642824876504258,0.9351615643303707,0.9158176841108168,1.0311399916664745,1.015589254077051,selected
GRU,ETTm1,96,96,False,0.2578560188412666,0.30090469773858786,0.28315088897943497,0.2938132286071777,1.0980968768998938,1.1669485129366772,1.1394468507172832,0.9409985656834889,0.8892046417976661,unselected
GRU,ETTm1,96,96,True,0.540285828212897,0.63075224061807,0.7382791688044864,0.5915103107690811,1.3664603627426095,1.1674417644904898,1.094809968874474,1.17047411211897,0.6862881164869885,selected
GRU,ETTm1,96,336,False,0.28938157856464386,0.3187846075743437,0.305318278260529,0.30005693808197975,1.055071576341979,1.1016064296681953,1.0368902525526558,0.9577572787585918,0.8921223228112071,unselected
GRU,ETTm1,96,336,True,0.6468758036692938,0.762601057688395,0.6748331636190414,0.6330848137537638,1.0432190534738883,1.1788987211496693,0.9786806217865889,0.8849098185945393,0.7957726013042745,selected
GRU,ETTm1,336,96,False,0.26751076988875866,0.37480034399777645,0.2655844986438751,0.40096247382462025,0.9927992759107062,1.4010663725936454,1.4988647895984,0.7086026010836605,1.0775620708507745,unselected
GRU,ETTm1,336,96,True,0.5656984994808832,1.1436832745869954,0.6930177013079325,0.7076605161031088,1.2250654755914758,2.021718770045357,1.2509499614237936,0.6059524666548907,0.5050796769108495,selected
GRU,ETTm1,336,336,False,0.29605583474040026,0.3507719431072473,0.2917068572714924,0.39213975332677364,0.9853102794858907,1.184816855289562,1.3245466135488448,0.8316139959412434,1.1346006004676308,unselected
GRU,ETTm1,336,336,True,0.777788370847702,1.1226845930020015,0.6633753329515457,0.6769685794909795,0.8528995261635772,1.4434319605195451,0.8703763194005585,0.5908830824672794,0.7069893572875492,selected
GRU,ETTm2,96,96,False,0.2031467420747503,0.22922689339611674,0.22120614838786418,0.2010568804107606,1.0888983309733251,1.1283808495032124,0.9897125514165485,0.9650095811646661,0.8055009166699085,unselected
GRU,ETTm2,96,96,True,0.18902593602736786,0.2670887211958567,0.24322605629762015,0.18568606426318482,1.2867337753185626,1.4129739379107564,0.9823311454799543,0.9106564111303749,0.5403001170073644,selected
GRU,ETTm2,96,336,False,0.32496991427615285,0.32872409117408097,0.32553682476282114,0.32484823698177934,1.0017445014500221,1.0115523829530197,0.9996255736638128,0.990304128912864,0.9864884696687622,unselected
GRU,ETTm2,96,336,True,0.341056431333224,0.3483837991952896,0.3753679245710373,0.3436761250098546,1.100603566112758,1.0214843268998688,1.0076811150177991,1.07745516708319,0.8963146531368342,selected
GRU,ETTm2,336,96,False,0.22296521754469717,0.2501541022211313,0.21927856456022704,0.22914550523273644,0.9834653448413716,1.1219422696321846,1.0277186179804045,0.8765739302823389,0.931418056044955,unselected
GRU,ETTm2,336,96,True,0.22254298875729242,0.23135160903135932,0.23381660878658286,0.22612456480662024,1.0506581676297408,1.0395816571137797,1.0160938615470556,1.0106547767942664,0.9302802024467278,selected
