model,dataset,seq_len,pred_len,mse_RN_vs_NN,mse_NR_vs_NN,mse_RR_vs_NN,mse_RN_vs_NR,mse_train_main,mse_test_main,mse_interaction,mse_abs_log_interaction,mae_RN_vs_NN,mae_NR_vs_NN,mae_RR_vs_NN,mae_RN_vs_NR,mae_train_main,mae_test_main,mae_interaction,mae_abs_log_interaction
GRU,ETTh1,96,336,1.003279502461821,1.0160410173938592,1.0063055717271532,0.9874399608740487,0.9968281368288103,1.009507591678234,0.9871807934249166,0.012902081627127549,0.9871894318204215,0.9948625643611221,0.9723565388175849,0.9922872436700559,0.9822713422307795,0.9899062479104016,0.9900609980416231,0.009988723568119638
GRU,ETTh1,336,96,1.3762056660709283,1.2229330953733106,0.9647149484735733,1.1253319345739268,1.0419330781188167,0.9258895496583535,0.5732089573118548,0.556504956297715,1.1798659976050998,1.1461312683960232,1.00066136940361,1.029433565019378,1.0149455162137182,0.9859261934932274,0.7399801803428219,0.3011318764631121
GRU,ETTh1,336,336,0.9906935833035934,0.9677146983000555,0.9565956621046126,1.023745516156677,0.9896011923267498,0.9666476450533222,0.9977959103979245,0.0022065221826368243,0.9772867641608013,0.9564327951556904,0.920127180391229,1.0218039041642402,0.9696337170557714,0.9489430536565232,0.9843994982566161,0.015723470159986118
GRU,ETTh2,96,96,0.954801815566208,0.9802828905872732,0.9737128989304227,0.9740064064508971,0.9738596416332831,0.9998493184268172,1.0403183627765884,0.03952678436312134,0.9866682389673264,1.019046598869246,1.013498492330705,0.9682268112784564,0.9906040649345639,1.0231115823229069,1.0079939250683607,0.007962142913120024
GRU,ETTh2,96,336,0.9943404184173049,1.043414665238452,1.02315611550147,0.9529676470380717,0.9874384415962594,1.036172051239438,0.9861656581975168,0.013930928149349452,0.9990953151123206,1.0311593416423006,1.0273770876170145,0.9689048770300499,0.9977127195445862,1.0297323743511746,0.9972342200066074,0.0027696118298537373
GRU,ETTh2,336,96,0.9990801236769902,0.8367814976935637,0.9171983626763575,1.1939558014018872,1.0464675370759233,0.8764709178071836,1.0971117921305278,0.09268108323904278,0.9880352520269221,0.9380086891435053,0.9646898346436579,1.0533327286435865,1.0080373881061824,0.9569980697402877,1.0408985432582356,0.04008432403617896
GRU,ETTh2,336,336,0.9357047291354915,0.905085219814273,0.9515849927164248,1.0338305262873497,0.9918556416269282,0.9593986793839798,1.1236195499870982,0.11655521551550317,0.9494356724433697,0.9474075496066946,0.9778046943858862,1.002140707911307,0.9898979182879776,0.9877833626289403,1.0870505288904118,0.08346809177848132
GRU,ETTm1,96,96,1.4916350656472543,1.4133250785007538,0.987789683392211,1.055408333396002,1.0210394034976016,0.967435419248765,0.46855420140765053,0.7581034926236714,1.2504719035003315,1.231974087129225,0.994870607678828,1.015014777148609,1.0048922171779555,0.9900271797036392,0.6457896629286467,0.4372814274001191
GRU,ETTm1,96,336,1.4462907934617648,1.4451037832862,1.0174936141963267,1.000821401334142,1.009123077136039,1.008294862390863,0.4868296632748212,0.7198409844852635,1.205961377147468,1.1968565773861646,1.00258461537629,1.0076072604966484,1.005092800548979,0.9975045237899239,0.6946171891027211,0.36439439221371644
GRU,ETTm1,336,96,1.4571588110925284,1.4268718511441527,1.017026427585058,1.0212261247736367,1.0191241128709811,0.997941678290769,0.4891481114883124,0.7150899488889481,1.1874242505527388,1.198156925319174,0.9837079899631137,0.9910423463407548,0.987368358054476,0.9962928039353268,0.6914273944620014,0.36899713055259986
