model,case,seasonal_pattern,frequency,horizon,series_count,lr_tag,target_mode,mse,mae,smape,mase,owa_naive2,owa_context,naive2_smape,naive2_mase,context_naive_smape,context_naive_mase
TimesNet,NN,Yearly,1,6,23000,0p0001,official_normal_target,3724891.567790514,925.1769636032885,15.133508174433908,3.458700920811414,0.8981468049350724,0.8981468049330705,16.342173488084814,3.974360265173671,16.342173488117087,3.974360265183603
TimesNet,NN,Quarterly,4,8,24000,0p0001,official_normal_target,2266578.710120711,665.6591338713857,11.915628454486772,1.4671764172746558,1.0759765203681912,0.9336613982959505,11.011569928824954,1.371382270977276,12.52136683379731,1.602247176187081
TimesNet,NN,Monthly,12,18,48000,0p0001,official_normal_target,1995511.0113308046,595.231335599347,13.796981010117028,1.0656370994137148,0.9792419260134708,0.8544385191116399,14.42682875988102,1.0633594479711004,15.98828156281687,1.2597170382819949
TimesNet,NN,Weekly,1,13,359,0p0001,official_normal_target,748495.2351913222,477.5661938981787,12.040564849283939,4.889748536727648,1.5374514848499867,1.5374514848499867,9.161286913981998,2.777294993197484,9.161286913981998,2.777294993197484
TimesNet,NN,Daily,1,14,4227,0p0001,official_normal_target,599251.0594039803,273.0786269503861,4.551440767975058,5.086389939732763,1.5230382066870662,1.5230382066881862,3.0452517800791794,3.2784242959595575,3.0452517800636603,3.27842429597092
TimesNet,NN,Hourly,24,48,414,0p0001,official_normal_target,63199505.32362322,1289.7882671193252,35.48836528676373,11.057375204608608,3.2736464601246102,5.908890277235173,18.38287811786554,2.3950400069486575,13.912272896330165,1.1932102074200355
TimesNet,NR,Yearly,1,6,23000,0p0001,official_normal_target,3724892.0944305477,925.1773184011229,15.133516634505867,3.458703715419327,0.8981474153563641,0.8981474153543623,16.342173488084814,3.974360265173671,16.342173488117087,3.974360265183603
TimesNet,NR,Quarterly,4,8,24000,0p0001,official_normal_target,2266604.875872915,665.6739697672111,11.9159312796179,1.4672134921655557,1.0760037880277986,0.9336850602852016,11.011569928824954,1.371382270977276,12.52136683379731,1.602247176187081
TimesNet,NR,Monthly,12,18,48000,0p0001,official_normal_target,1995522.2852097338,595.2240404069167,13.796801915666245,1.0655922834602494,0.9792146462056338,0.8544151302047693,14.42682875988102,1.0633594479711004,15.98828156281687,1.2597170382819949
TimesNet,NR,Weekly,1,13,359,0p0001,official_normal_target,748495.2112935559,477.56620776725947,12.040564905612444,4.889748547772773,1.5374514899127227,1.5374514899127227,9.161286913981998,2.777294993197484,9.161286913981998,2.777294993197484
TimesNet,NR,Daily,1,14,4227,0p0001,official_normal_target,599250.9941439274,273.07862709013403,4.551440748881171,5.08638989354053,1.5230381965071569,1.5230381965082769,3.0452517800791794,3.2784242959595575,3.0452517800636603,3.27842429597092
TimesNet,NR,Hourly,24,48,414,0p0001,official_normal_target,63199510.24471932,1289.7882852875193,35.4883662008614,11.05737558490596,3.2736465643800496,5.908890469446286,18.38287811786554,2.3950400069486575,13.912272896330165,1.1932102074200355
TimesNet,RN,Yearly,1,6,23000,0p0001,official_normal_target,40326980.03409604,4374.208293897918,102.26530275993007,20.36346973304263,5.690732075714665,0.978287784805985,16.342173488084814,3.974360265173671,104.49287210063716,20.823811813717906
TimesNet,RN,Quarterly,4,8,24000,0p0001,official_normal_target,30190099.662806503,3637.5164030384503,81.06843773504883,11.053847992293916,7.711242018109392,1.0122263047880482,11.011569928824954,1.371382270977276,79.51623197600479,10.999598035603645
TimesNet,RN,Monthly,12,18,48000,0p0001,official_normal_target,18701653.855156958,2709.2250672647306,62.971190703807245,7.319221837460413,5.623989407581362,1.018090672800602,14.42682875988102,1.0633594479711004,61.761637434184024,7.1997270372477145
TimesNet,RN,Weekly,1,13,359,0p0001,official_normal_target,40361067.20295175,3814.328806397,80.74838895024253,77.15739182521618,18.297788768384834,0.9758448550408596,9.161286913981998,2.777294993197484,84.04982421357094,77.86053376970602
TimesNet,RN,Daily,1,14,4227,0p0001,official_normal_target,31883961.207181953,3279.4785492940023,53.013976540649836,56.912817799908844,17.384270952797422,0.9822141591036193,3.0452517800791794,3.2784242959595575,54.108774197020836,57.79936807521924
TimesNet,RN,Hourly,24,48,414,0p0001,official_normal_target,100896383.01477729,1592.0893144374481,42.023976317908485,16.2120082808652,4.527515841376534,0.882891763727825,18.38287811786554,2.3950400069486575,46.209194265980074,18.93141883042938
TimesNet,RR,Yearly,1,6,23000,0p0001,official_normal_target,40326980.19414145,4374.208291985516,102.26530273838999,20.3634697219098,5.690732073655051,0.9782877844356053,16.342173488084814,3.974360265173671,104.49287210063716,20.823811813717906
TimesNet,RR,Quarterly,4,8,24000,0p0001,official_normal_target,30190099.15210249,3637.516345187252,81.06843507965192,11.053847888652514,7.7112418597491486,1.0122262833797029,11.011569928824954,1.371382270977276,79.51623197600479,10.999598035603645
TimesNet,RR,Monthly,12,18,48000,0p0001,official_normal_target,18701343.808709756,2709.1975393655207,62.973816065323426,7.319407783594795,5.624167829784323,1.0181248401986174,14.42682875988102,1.0633594479711004,61.761637434184024,7.1997270372477145
TimesNet,RR,Weekly,1,13,359,0p0001,official_normal_target,40361067.23630301,3814.3288094889217,80.74838890769793,77.15739181979846,18.297788765087496,0.975844854752977,9.161286913981998,2.777294993197484,84.04982421357094,77.86053376970602
TimesNet,RR,Daily,1,14,4227,0p0001,official_normal_target,31883959.06146374,3279.4785315428444,53.01397646046705,56.912817790240844,17.38427093815772,0.9822141582790445,3.0452517800791794,3.2784242959595575,54.108774197020836,57.79936807521924
TimesNet,RR,Hourly,24,48,414,0p0001,official_normal_target,100896381.79849817,1592.089319644765,42.02397621259109,16.21200819666419,4.527515820933777,0.88289176036441,18.38287811786554,2.3950400069486575,46.209194265980074,18.93141883042938
iTransformer,NN,Yearly,1,6,23000,0p0001,official_normal_target,3578022.8377532098,862.1283792172965,14.003328924202192,3.11796270348446,0.8207011439377404,0.820701143935914,16.342173488084814,3.974360265173671,16.342173488117087,3.974360265183603
iTransformer,NN,Quarterly,4,8,24000,0p0001,official_normal_target,2031400.5653529307,602.3194871661012,10.781883532040718,1.2886310141797341,0.9593999312914248,0.8326718031332679,11.011569928824954,1.371382270977276,12.52136683379731,1.602247176187081
iTransformer,NN,Monthly,12,18,48000,0p0001,official_normal_target,1971979.75388762,585.8517648268632,13.598122514804318,1.0354365855957264,0.9581494378193584,0.8362326135696322,14.42682875988102,1.0633594479711004,15.98828156281687,1.2597170382819949
iTransformer,NN,Weekly,1,13,359,0p0001,official_normal_target,783037.0551836933,477.72831093910435,12.06212960398127,4.668492312370302,1.4987953914632364,1.4987953914632364,9.161286913981998,2.777294993197484,9.161286913981998,2.777294993197484
iTransformer,NN,Daily,1,14,4227,0p0001,official_normal_target,516449.08361648896,223.09976745586926,3.7547818652017515,4.118887609969936,1.244678755816985,1.2446787558179495,3.0452517800791794,3.2784242959595575,3.0452517800636603,3.27842429597092
iTransformer,NN,Hourly,24,48,414,0p0001,official_normal_target,63984831.896716796,1187.58240767919,34.16446540100947,10.322887314570261,3.0843022092636008,5.553531911217906,18.38287811786554,2.3950400069486575,13.912272896330165,1.1932102074200355
iTransformer,NR,Yearly,1,6,23000,0p0001,official_normal_target,3650956.73492702,881.165096455141,14.337921548612854,3.196841629242674,0.8408617091697448,0.8408617091678734,16.342173488084814,3.974360265173671,16.342173488117087,3.974360265183603
iTransformer,NR,Quarterly,4,8,24000,0p0001,official_normal_target,2031915.4329800617,602.6205553083287,10.785663742640535,1.2897635044393163,0.9599844795190642,0.8331761603821527,11.011569928824954,1.371382270977276,12.52136683379731,1.602247176187081
iTransformer,NR,Monthly,12,18,48000,0p0001,official_normal_target,1974612.0216062486,587.0661279945219,13.622669113756665,1.0392612129068326,0.9607985352151247,0.8385183071739359,14.42682875988102,1.0633594479711004,15.98828156281687,1.2597170382819949
iTransformer,NR,Weekly,1,13,359,0p0001,official_normal_target,783037.0551836933,477.72831093910435,12.06212960398127,4.668492312370302,1.4987953914632364,1.4987953914632364,9.161286913981998,2.777294993197484,9.161286913981998,2.777294993197484
iTransformer,NR,Daily,1,14,4227,0p0001,official_normal_target,516449.08361648896,223.09976745586926,3.7547818652017515,4.118887609969936,1.244678755816985,1.2446787558179495,3.0452517800791794,3.2784242959595575,3.0452517800636603,3.27842429597092
iTransformer,NR,Hourly,24,48,414,0p0001,official_normal_target,64786968.27515256,1195.6588966272013,34.31694084593917,10.400080097545722,3.1045645572322935,5.591358483319545,18.38287811786554,2.3950400069486575,13.912272896330165,1.1932102074200355
iTransformer,RN,Yearly,1,6,23000,0p0001,official_normal_target,43459767.149570376,4598.386523554987,110.22153125946099,21.400196232361626,6.064585180255761,1.041251273354396,16.342173488084814,3.974360265173671,104.49287210063716,20.823811813717906
iTransformer,RN,Quarterly,4,8,24000,0p0001,official_normal_target,30958493.477795538,3701.6188109539685,82.97912898037512,11.251414373017454,7.870032208210024,1.0332213959992544,11.011569928824954,1.371382270977276,79.51623197600479,10.999598035603645
iTransformer,RN,Monthly,12,18,48000,0p0001,official_normal_target,18809999.456087444,2721.340392597276,63.207699541623995,7.321876041107845,5.6334342758940235,1.0201896899613225,14.42682875988102,1.0633594479711004,61.761637434184024,7.1997270372477145
iTransformer,RN,Weekly,1,13,359,0p0001,official_normal_target,40530412.78374717,3832.077624072595,81.13512197927258,77.25948308547214,18.33727530578177,0.9788010761488006,9.161286913981998,2.777294993197484,84.04982421357094,77.86053376970602
iTransformer,RN,Daily,1,14,4227,0p0001,official_normal_target,31662815.780947834,3277.0154367384866,53.04988500755259,56.93474923366401,17.393511578483228,0.9827356968754724,3.0452517800791794,3.2784242959595575,54.108774197020836,57.79936807521924
iTransformer,RN,Hourly,24,48,414,0p0001,official_normal_target,82406242.6697183,1381.3092215206527,40.817097429919315,15.464880555053167,4.338715718187301,0.850100421718075,18.38287811786554,2.3950400069486575,46.209194265980074,18.93141883042938
iTransformer,RR,Yearly,1,6,23000,0p0001,official_normal_target,43459767.149570376,4598.386523554987,110.22153125946099,21.400196232361626,6.064585180255761,1.041251273354396,16.342173488084814,3.974360265173671,104.49287210063716,20.823811813717906
iTransformer,RR,Quarterly,4,8,24000,0p0001,official_normal_target,30958493.477795538,3701.6188109539685,82.97912898037512,11.251414373017454,7.870032208210024,1.0332213959992544,11.011569928824954,1.371382270977276,79.51623197600479,10.999598035603645
iTransformer,RR,Monthly,12,18,48000,0p0001,official_normal_target,18809999.456087444,2721.340392597276,63.207699541623995,7.321876041107845,5.6334342758940235,1.0201896899613225,14.42682875988102,1.0633594479711004,61.761637434184024,7.1997270372477145
iTransformer,RR,Weekly,1,13,359,0p0001,official_normal_target,40532776.64115976,3832.320087587487,81.13564557245621,77.26514059469191,18.338322410863285,0.9788405219730678,9.161286913981998,2.777294993197484,84.04982421357094,77.86053376970602
iTransformer,RR,Daily,1,14,4227,0p0001,official_normal_target,31662815.780947834,3277.0154367384866,53.04988500755259,56.93474923366401,17.393511578483228,0.9827356968754724,3.0452517800791794,3.2784242959595575,54.108774197020836,57.79936807521924
iTransformer,RR,Hourly,24,48,414,0p0001,official_normal_target,84157393.66021553,1389.1118446337389,40.8623703059615,15.551317458570887,4.357992086377038,0.8528731859678542,18.38287811786554,2.3950400069486575,46.209194265980074,18.93141883042938
