model,dataset,case,seq_len,pred_len,channel_count,selected_count,mean_mse_normalized,mean_mae_normalized,result_relative_path
TimesNet,ETTh1,NN,336,336,7,3,0.48854826922927586,0.4780366207872118,long_term/TimesNet/ETTh1/NN/seq336_pred336/channel_metrics.csv
TimesNet,ETTh1,RN,96,96,7,3,0.4911922972117151,0.4847832854304995,long_term/TimesNet/ETTh1/RN/seq96_pred96/channel_metrics.csv
TimesNet,ETTh1,RN,96,336,7,3,0.6131053056035723,0.5474121442862919,long_term/TimesNet/ETTh1/RN/seq96_pred336/channel_metrics.csv
TimesNet,ETTh1,RN,336,96,7,3,0.581427062196391,0.5432342823062625,long_term/TimesNet/ETTh1/RN/seq336_pred96/channel_metrics.csv
TimesNet,ETTh1,RN,336,336,7,3,0.7182149599705424,0.6126147253172738,long_term/TimesNet/ETTh1/RN/seq336_pred336/channel_metrics.csv
TimesNet,ETTh1,NR,96,96,7,3,0.5323759583490235,0.5031003313405173,long_term/TimesNet/ETTh1/NR/seq96_pred96/channel_metrics.csv
TimesNet,ETTh1,NR,96,336,7,3,0.5931671911052295,0.5285750031471252,long_term/TimesNet/ETTh1/NR/seq96_pred336/channel_metrics.csv
TimesNet,ETTh1,NR,336,96,7,3,0.5380918000425611,0.531691883291517,long_term/TimesNet/ETTh1/NR/seq336_pred96/channel_metrics.csv
TimesNet,ETTh1,NR,336,336,7,3,0.6671165653637477,0.581960956965174,long_term/TimesNet/ETTh1/NR/seq336_pred336/channel_metrics.csv
TimesNet,ETTh1,RR,96,96,7,3,0.4353517996413367,0.446137792297772,long_term/TimesNet/ETTh1/RR/seq96_pred96/channel_metrics.csv
TimesNet,ETTh1,RR,96,336,7,3,0.5121109049235072,0.48459365538188387,long_term/TimesNet/ETTh1/RR/seq96_pred336/channel_metrics.csv
TimesNet,ETTh1,RR,336,96,7,3,0.4542818282331739,0.46262953111103605,long_term/TimesNet/ETTh1/RR/seq336_pred96/channel_metrics.csv
TimesNet,ETTh1,RR,336,336,7,3,0.4848972463182041,0.47880772607667105,long_term/TimesNet/ETTh1/RR/seq336_pred336/channel_metrics.csv
TimesNet,ETTh2,NN,96,96,7,3,0.32924270004566225,0.37021139157669886,long_term/TimesNet/ETTh2/NN/seq96_pred96/channel_metrics.csv
TimesNet,ETTh2,NN,96,336,7,3,0.47066160078559605,0.46763828716107775,long_term/TimesNet/ETTh2/NN/seq96_pred336/channel_metrics.csv
TimesNet,ETTh2,NN,336,96,7,3,0.3471853600016662,0.4015830435923168,long_term/TimesNet/ETTh2/NN/seq336_pred96/channel_metrics.csv
TimesNet,ETTh2,NN,336,336,7,3,0.38108029934976784,0.42504237592220306,long_term/TimesNet/ETTh2/NN/seq336_pred336/channel_metrics.csv
TimesNet,ETTh2,RN,96,96,7,3,0.3771927375346422,0.4026380181312561,long_term/TimesNet/ETTh2/RN/seq96_pred96/channel_metrics.csv
TimesNet,ETTh2,RN,96,336,7,3,0.48728202283382416,0.4763229031647955,long_term/TimesNet/ETTh2/RN/seq96_pred336/channel_metrics.csv
TimesNet,ETTh2,RN,336,96,7,3,0.3803073883588825,0.42634413710662294,long_term/TimesNet/ETTh2/RN/seq336_pred96/channel_metrics.csv
TimesNet,ETTh2,RN,336,336,7,3,0.41060659954590456,0.44492812774011065,long_term/TimesNet/ETTh2/RN/seq336_pred336/channel_metrics.csv
TimesNet,ETTh2,NR,96,96,7,3,0.378666686426316,0.4076479311500277,long_term/TimesNet/ETTh2/NR/seq96_pred96/channel_metrics.csv
TimesNet,ETTh2,NR,96,336,7,3,0.47134247874575,0.47149488436324255,long_term/TimesNet/ETTh2/NR/seq96_pred336/channel_metrics.csv
TimesNet,ETTh2,NR,336,96,7,3,0.3947306424379349,0.43220785579511095,long_term/TimesNet/ETTh2/NR/seq336_pred96/channel_metrics.csv
TimesNet,ETTh2,NR,336,336,7,3,0.39723068103194237,0.4398675316146442,long_term/TimesNet/ETTh2/NR/seq336_pred336/channel_metrics.csv
TimesNet,ETTh2,RR,96,96,7,3,0.3270319141447544,0.37162202277353834,long_term/TimesNet/ETTh2/RR/seq96_pred96/channel_metrics.csv
TimesNet,ETTh2,RR,96,336,7,3,0.45487712642976214,0.4620297849178314,long_term/TimesNet/ETTh2/RR/seq96_pred336/channel_metrics.csv
TimesNet,ETTh2,RR,336,96,7,3,0.3262288498559168,0.3922243820769446,long_term/TimesNet/ETTh2/RR/seq336_pred96/channel_metrics.csv
TimesNet,ETTh2,RR,336,336,7,3,0.3979621191642114,0.4311337321996689,long_term/TimesNet/ETTh2/RR/seq336_pred336/channel_metrics.csv
TimesNet,ETTm1,NN,96,96,7,3,0.34372611929263386,0.38157823256083895,long_term/TimesNet/ETTm1/NN/seq96_pred96/channel_metrics.csv
TimesNet,ETTm1,NN,96,336,7,3,0.4264464027115277,0.4286609100443976,long_term/TimesNet/ETTm1/NN/seq96_pred336/channel_metrics.csv
TimesNet,ETTm1,NN,336,96,7,3,0.3174230951283659,0.368618335042681,long_term/TimesNet/ETTm1/NN/seq336_pred96/channel_metrics.csv
TimesNet,ETTm1,NN,336,336,7,3,0.3874773234128952,0.41484806154455456,long_term/TimesNet/ETTm1/NN/seq336_pred336/channel_metrics.csv
TimesNet,ETTm1,RN,96,96,7,3,0.3755394497088024,0.4037850775888988,long_term/TimesNet/ETTm1/RN/seq96_pred96/channel_metrics.csv
TimesNet,ETTm1,RN,96,336,7,3,0.43036765658429693,0.4344224078314645,long_term/TimesNet/ETTm1/RN/seq96_pred336/channel_metrics.csv
TimesNet,ETTm1,RN,336,96,7,3,0.34872997871467043,0.39054502972534727,long_term/TimesNet/ETTm1/RN/seq336_pred96/channel_metrics.csv
TimesNet,ETTm1,RN,336,336,7,3,0.45059837294476374,0.45278826568807873,long_term/TimesNet/ETTm1/RN/seq336_pred336/channel_metrics.csv
TimesNet,ETTm1,NR,96,96,7,3,0.37595460936427116,0.4044072542871748,long_term/TimesNet/ETTm1/NR/seq96_pred96/channel_metrics.csv
TimesNet,ETTm1,NR,96,336,7,3,0.4603628803576742,0.4481077790260315,long_term/TimesNet/ETTm1/NR/seq96_pred336/channel_metrics.csv
TimesNet,ETTm1,NR,336,96,7,3,0.38667091940130505,0.41563337402684347,long_term/TimesNet/ETTm1/NR/seq336_pred96/channel_metrics.csv
TimesNet,ETTm1,NR,336,336,7,3,0.5552635996469429,0.4798436037131718,long_term/TimesNet/ETTm1/NR/seq336_pred336/channel_metrics.csv
TimesNet,ETTm1,RR,96,96,7,3,0.367026508386646,0.3949992550270898,long_term/TimesNet/ETTm1/RR/seq96_pred96/channel_metrics.csv
TimesNet,ETTm1,RR,96,336,7,3,0.43126375121729715,0.43080011010169983,long_term/TimesNet/ETTm1/RR/seq96_pred336/channel_metrics.csv
TimesNet,ETTm1,RR,336,96,7,3,0.3918260857462883,0.4210157798869269,long_term/TimesNet/ETTm1/RR/seq336_pred96/channel_metrics.csv
TimesNet,ETTm1,RR,336,336,7,3,0.7041530523981366,0.5688132345676422,long_term/TimesNet/ETTm1/RR/seq336_pred336/channel_metrics.csv
TimesNet,ETTm2,NN,96,96,7,3,0.1854423335088151,0.2665053201573236,long_term/TimesNet/ETTm2/NN/seq96_pred96/channel_metrics.csv
TimesNet,ETTm2,NN,96,336,7,3,0.30804144458046984,0.34239458612033297,long_term/TimesNet/ETTm2/NN/seq96_pred336/channel_metrics.csv
TimesNet,ETTm2,NN,336,96,7,3,0.18566536437720058,0.27357197073953493,long_term/TimesNet/ETTm2/NN/seq336_pred96/channel_metrics.csv
TimesNet,ETTm2,NN,336,336,7,3,0.3061264662870338,0.3516882083245686,long_term/TimesNet/ETTm2/NN/seq336_pred336/channel_metrics.csv
TimesNet,ETTm2,RN,96,96,7,3,0.2395931953298194,0.31756710154669626,long_term/TimesNet/ETTm2/RN/seq96_pred96/channel_metrics.csv
TimesNet,ETTm2,RN,96,336,7,3,0.3547906234328236,0.38072945177555084,long_term/TimesNet/ETTm2/RN/seq96_pred336/channel_metrics.csv
TimesNet,ETTm2,RN,336,96,7,3,0.22090319750298346,0.30544353063617435,long_term/TimesNet/ETTm2/RN/seq336_pred96/channel_metrics.csv
TimesNet,ETTm2,RN,336,336,7,3,0.3800461841747165,0.39840023538896013,long_term/TimesNet/ETTm2/RN/seq336_pred336/channel_metrics.csv
TimesNet,ETTm2,NR,96,96,7,3,0.24775958420442684,0.3230171480349132,long_term/TimesNet/ETTm2/NR/seq96_pred96/channel_metrics.csv
TimesNet,ETTm2,NR,96,336,7,3,0.35874041209795643,0.388183699122497,long_term/TimesNet/ETTm2/NR/seq96_pred336/channel_metrics.csv
TimesNet,ETTm2,NR,336,96,7,3,0.21228567384449498,0.30410633449043545,long_term/TimesNet/ETTm2/NR/seq336_pred96/channel_metrics.csv
TimesNet,ETTm2,NR,336,336,7,3,0.3147307046289955,0.3607695060116904,long_term/TimesNet/ETTm2/NR/seq336_pred336/channel_metrics.csv
TimesNet,ETTm2,RR,96,96,7,3,0.18618719831907324,0.26715672069362234,long_term/TimesNet/ETTm2/RR/seq96_pred96/channel_metrics.csv
TimesNet,ETTm2,RR,96,336,7,3,0.3105241048282811,0.34579638285296305,long_term/TimesNet/ETTm2/RR/seq96_pred336/channel_metrics.csv
TimesNet,ETTm2,RR,336,96,7,3,0.21235418818624957,0.2997464473758425,long_term/TimesNet/ETTm2/RR/seq336_pred96/channel_metrics.csv
TimesNet,ETTm2,RR,336,336,7,3,0.3696155685133168,0.3947350765977587,long_term/TimesNet/ETTm2/RR/seq336_pred336/channel_metrics.csv
TimesNet,electricity,NN,96,96,321,160,0.2760836331642332,0.358535458095157,long_term/TimesNet/electricity/NN/seq96_pred96/channel_metrics.csv
TimesNet,electricity,NN,96,336,321,160,0.2961023546357811,0.37784318274650086,long_term/TimesNet/electricity/NN/seq96_pred336/channel_metrics.csv
TimesNet,electricity,NN,336,96,321,160,0.2653839658112863,0.3602631256380336,long_term/TimesNet/electricity/NN/seq336_pred96/channel_metrics.csv
TimesNet,electricity,NN,336,336,321,160,0.2946864417038262,0.3797958723662531,long_term/TimesNet/electricity/NN/seq336_pred336/channel_metrics.csv
TimesNet,electricity,RN,96,96,321,160,0.5281824372183405,0.5176891990207612,long_term/TimesNet/electricity/RN/seq96_pred96/channel_metrics.csv
TimesNet,electricity,RN,96,336,321,160,0.545311070958974,0.5351883522720827,long_term/TimesNet/electricity/RN/seq96_pred336/channel_metrics.csv
TimesNet,electricity,RN,336,96,321,160,0.5525560838922902,0.5379929535048854,long_term/TimesNet/electricity/RN/seq336_pred96/channel_metrics.csv
TimesNet,electricity,RN,336,336,321,160,0.537877898514247,0.531020861672458,long_term/TimesNet/electricity/RN/seq336_pred336/channel_metrics.csv
TimesNet,electricity,NR,96,96,321,160,1.0522057521121169,0.7729119804522423,long_term/TimesNet/electricity/NR/seq96_pred96/channel_metrics.csv
TimesNet,electricity,NR,96,336,321,160,1.1335416019437021,0.8271891139516595,long_term/TimesNet/electricity/NR/seq96_pred336/channel_metrics.csv
TimesNet,electricity,NR,336,96,321,160,0.9488333384325816,0.7356337892896905,long_term/TimesNet/electricity/NR/seq336_pred96/channel_metrics.csv
TimesNet,electricity,NR,336,336,321,160,1.145112889834339,0.8426772109374282,long_term/TimesNet/electricity/NR/seq336_pred336/channel_metrics.csv
TimesNet,electricity,RR,96,96,321,160,0.9997260287665592,0.772633990674712,long_term/TimesNet/electricity/RR/seq96_pred96/channel_metrics.csv
TimesNet,electricity,RR,96,336,321,160,0.9875653257014332,0.7737102363109183,long_term/TimesNet/electricity/RR/seq96_pred336/channel_metrics.csv
TimesNet,electricity,RR,336,96,321,160,0.8451981086876845,0.7158145524040619,long_term/TimesNet/electricity/RR/seq336_pred96/channel_metrics.csv
TimesNet,electricity,RR,336,336,321,160,0.9333623867935366,0.756050687993012,long_term/TimesNet/electricity/RR/seq336_pred336/channel_metrics.csv
TimesNet,exchange_rate,NN,96,96,8,4,0.10882178775500503,0.2366164484992623,long_term/TimesNet/exchange_rate/NN/seq96_pred96/channel_metrics.csv
TimesNet,exchange_rate,NN,96,336,8,4,0.3600831888616085,0.4387521091848612,long_term/TimesNet/exchange_rate/NN/seq96_pred336/channel_metrics.csv
TimesNet,exchange_rate,NN,336,96,8,4,0.17527672694996,0.305953036993742,long_term/TimesNet/exchange_rate/NN/seq336_pred96/channel_metrics.csv
TimesNet,exchange_rate,NN,336,336,8,4,0.45388033939525485,0.5183163387700915,long_term/TimesNet/exchange_rate/NN/seq336_pred336/channel_metrics.csv
TimesNet,exchange_rate,RN,96,96,8,4,0.11214229767210776,0.24225992243736982,long_term/TimesNet/exchange_rate/RN/seq96_pred96/channel_metrics.csv
TimesNet,exchange_rate,RN,96,336,8,4,0.33961993898265064,0.42686611972749233,long_term/TimesNet/exchange_rate/RN/seq96_pred336/channel_metrics.csv
TimesNet,exchange_rate,RN,336,96,8,4,0.19749706005677575,0.3307433994486928,long_term/TimesNet/exchange_rate/RN/seq336_pred96/channel_metrics.csv
TimesNet,exchange_rate,RN,336,336,8,4,0.45193527336232364,0.5037997914478183,long_term/TimesNet/exchange_rate/RN/seq336_pred336/channel_metrics.csv
TimesNet,exchange_rate,NR,96,96,8,4,0.11404166265856472,0.24501830898225305,long_term/TimesNet/exchange_rate/NR/seq96_pred96/channel_metrics.csv
TimesNet,exchange_rate,NR,96,336,8,4,0.3313359967432916,0.42474567517638206,long_term/TimesNet/exchange_rate/NR/seq96_pred336/channel_metrics.csv
TimesNet,exchange_rate,NR,336,96,8,4,0.2086067621130496,0.3381880456581712,long_term/TimesNet/exchange_rate/NR/seq336_pred96/channel_metrics.csv
TimesNet,exchange_rate,NR,336,336,8,4,0.4918839291203767,0.5206605680286884,long_term/TimesNet/exchange_rate/NR/seq336_pred336/channel_metrics.csv
TimesNet,exchange_rate,RR,96,96,8,4,0.11992339626885948,0.24943958781659598,long_term/TimesNet/exchange_rate/RR/seq96_pred96/channel_metrics.csv
TimesNet,exchange_rate,RR,96,336,8,4,0.34689817298203707,0.4344652034342289,long_term/TimesNet/exchange_rate/RR/seq96_pred336/channel_metrics.csv
TimesNet,exchange_rate,RR,336,96,8,4,0.20608725724741814,0.33850230649113655,long_term/TimesNet/exchange_rate/RR/seq336_pred96/channel_metrics.csv
TimesNet,exchange_rate,RR,336,336,8,4,0.5372583153657615,0.5435995496809483,long_term/TimesNet/exchange_rate/RR/seq336_pred336/channel_metrics.csv
TimesNet,weather,NN,96,96,21,10,0.17577574042315106,0.22542526227022916,long_term/TimesNet/weather/NN/seq96_pred96/channel_metrics.csv
TimesNet,weather,NN,96,336,21,10,0.28357869198468205,0.3057821914553642,long_term/TimesNet/weather/NN/seq96_pred336/channel_metrics.csv
TimesNet,weather,NN,336,96,21,10,0.17022141129598906,0.22902665925877436,long_term/TimesNet/weather/NN/seq336_pred96/channel_metrics.csv
TimesNet,weather,NN,336,336,21,10,0.2775683759966688,0.30783118884123506,long_term/TimesNet/weather/NN/seq336_pred336/channel_metrics.csv
TimesNet,weather,RN,96,96,21,10,0.20161727777892896,0.251965127974039,long_term/TimesNet/weather/RN/seq96_pred96/channel_metrics.csv
TimesNet,weather,RN,96,336,21,10,0.2986649404047057,0.31970470097093356,long_term/TimesNet/weather/RN/seq96_pred336/channel_metrics.csv
TimesNet,weather,RN,336,96,21,10,0.18834764659515627,0.24913073614949272,long_term/TimesNet/weather/RN/seq336_pred96/channel_metrics.csv
TimesNet,weather,RN,336,336,21,10,0.2969475608302413,0.31985681956367834,long_term/TimesNet/weather/RN/seq336_pred336/channel_metrics.csv
TimesNet,weather,NR,96,96,21,10,0.20924954240520796,0.2568453684271801,long_term/TimesNet/weather/NR/seq96_pred96/channel_metrics.csv
TimesNet,weather,NR,96,336,21,10,0.3030035240753066,0.3221420773438045,long_term/TimesNet/weather/NR/seq96_pred336/channel_metrics.csv
TimesNet,weather,NR,336,96,21,10,0.24436270678693073,0.2946414239704609,long_term/TimesNet/weather/NR/seq336_pred96/channel_metrics.csv
TimesNet,weather,NR,336,336,21,10,0.3464767695515461,0.35679901479965165,long_term/TimesNet/weather/NR/seq336_pred336/channel_metrics.csv
TimesNet,weather,RR,96,96,21,10,0.18757993210151436,0.2379609699405375,long_term/TimesNet/weather/RR/seq96_pred96/channel_metrics.csv
TimesNet,weather,RR,96,336,21,10,0.2869436688654657,0.308777957622494,long_term/TimesNet/weather/RR/seq96_pred336/channel_metrics.csv
TimesNet,weather,RR,336,96,21,10,0.184536044740872,0.24599682273609297,long_term/TimesNet/weather/RR/seq336_pred96/channel_metrics.csv
TimesNet,weather,RR,336,336,21,10,0.28679853908640024,0.32346991325418156,long_term/TimesNet/weather/RR/seq336_pred336/channel_metrics.csv
TimesNet,illness,NN,96,96,7,3,3.960887942995344,1.3586771147591727,long_term/TimesNet/illness/NN/seq96_pred96/channel_metrics.csv
TimesNet,illness,NN,336,96,7,3,4.632626329149518,1.501852239881243,long_term/TimesNet/illness/NN/seq336_pred96/channel_metrics.csv
TimesNet,illness,RN,96,96,7,3,4.838052409035819,1.5092806816101074,long_term/TimesNet/illness/RN/seq96_pred96/channel_metrics.csv
TimesNet,illness,RN,336,96,7,3,5.6296108450208395,1.6614381585802351,long_term/TimesNet/illness/RN/seq336_pred96/channel_metrics.csv
TimesNet,illness,NR,96,96,7,3,3.077839664050511,1.3179344534873962,long_term/TimesNet/illness/NR/seq96_pred96/channel_metrics.csv
TimesNet,illness,NR,336,96,7,3,3.0647554227284024,1.3457400798797607,long_term/TimesNet/illness/NR/seq336_pred96/channel_metrics.csv
TimesNet,illness,RR,96,96,7,3,3.6012326308659146,1.4225295441491264,long_term/TimesNet/illness/RR/seq96_pred96/channel_metrics.csv
TimesNet,illness,RR,336,96,7,3,2.997169188090733,1.2960858685629708,long_term/TimesNet/illness/RR/seq336_pred96/channel_metrics.csv
GRU,ETTh1,NN,96,96,7,3,0.42988606648785727,0.4420152242694582,long_term/GRU/ETTh1/NN/seq96_pred96/channel_metrics.csv
GRU,ETTh1,NN,96,336,7,3,0.7028083194579396,0.5729116797447205,long_term/GRU/ETTh1/NN/seq96_pred336/channel_metrics.csv
GRU,ETTh1,NN,336,96,7,3,0.4501305094787052,0.45497821271419525,long_term/GRU/ETTh1/NN/seq336_pred96/channel_metrics.csv
GRU,ETTh1,NN,336,336,7,3,0.7130884719746453,0.5853388373340879,long_term/GRU/ETTh1/NN/seq336_pred336/channel_metrics.csv
GRU,ETTh1,RN,96,96,7,3,0.527889293219362,0.4987986513546535,long_term/GRU/ETTh1/RN/seq96_pred96/channel_metrics.csv
GRU,ETTh1,RN,96,336,7,3,0.7148695268801281,0.5792459973267147,long_term/GRU/ETTh1/RN/seq96_pred336/channel_metrics.csv
GRU,ETTh1,RN,336,96,7,3,0.5119514773998942,0.5028975520815168,long_term/GRU/ETTh1/RN/seq336_pred96/channel_metrics.csv
GRU,ETTh1,RN,336,336,7,3,0.7152298997555461,0.5865440666675568,long_term/GRU/ETTh1/RN/seq336_pred336/channel_metrics.csv
GRU,ETTh1,NR,96,96,7,3,0.4893800105367388,0.48287334612437655,long_term/GRU/ETTh1/NR/seq96_pred96/channel_metrics.csv
GRU,ETTh1,NR,96,336,7,3,0.7093422753470284,0.5783598635877881,long_term/GRU/ETTh1/NR/seq96_pred336/channel_metrics.csv
GRU,ETTh1,NR,336,96,7,3,0.4994860866240093,0.4952070564031601,long_term/GRU/ETTh1/NR/seq336_pred96/channel_metrics.csv
GRU,ETTh1,NR,336,336,7,3,0.7182054040687423,0.5964266785553524,long_term/GRU/ETTh1/NR/seq336_pred336/channel_metrics.csv
GRU,ETTh1,RR,96,96,7,3,0.41363746459995,0.4340861290693283,long_term/GRU/ETTh1/RR/seq96_pred96/channel_metrics.csv
GRU,ETTh1,RR,96,336,7,3,0.7132633743541581,0.5800126918724605,long_term/GRU/ETTh1/RR/seq96_pred336/channel_metrics.csv
GRU,ETTh1,RR,336,96,7,3,0.43478283498968395,0.4506358802318573,long_term/GRU/ETTh1/RR/seq336_pred96/channel_metrics.csv
GRU,ETTh1,RR,336,336,7,3,0.7091145579304013,0.5884098836353847,long_term/GRU/ETTh1/RR/seq336_pred336/channel_metrics.csv
GRU,ETTh2,NN,96,96,7,3,0.37116074628595797,0.3964716132198061,long_term/GRU/ETTh2/NN/seq96_pred96/channel_metrics.csv
GRU,ETTh2,NN,96,336,7,3,0.4658331841762577,0.46078360293592724,long_term/GRU/ETTh2/NN/seq96_pred336/channel_metrics.csv
GRU,ETTh2,NN,336,96,7,3,0.3667749714638506,0.4208848103880882,long_term/GRU/ETTh2/NN/seq336_pred96/channel_metrics.csv
GRU,ETTh2,NN,336,336,7,3,0.42741140882883755,0.4541951684015138,long_term/GRU/ETTh2/NN/seq336_pred336/channel_metrics.csv
GRU,ETTh2,RN,96,96,7,3,0.36715496916856083,0.39777818428618567,long_term/GRU/ETTh2/RN/seq96_pred96/channel_metrics.csv
GRU,ETTh2,RN,96,336,7,3,0.469623649758952,0.46608272194862366,long_term/GRU/ETTh2/RN/seq96_pred336/channel_metrics.csv
GRU,ETTh2,RN,336,96,7,3,0.3945728875696659,0.43294356018304825,long_term/GRU/ETTh2/RN/seq336_pred96/channel_metrics.csv
GRU,ETTh2,RN,336,336,7,3,0.42154243242527756,0.4487794616392681,long_term/GRU/ETTh2/RN/seq336_pred336/channel_metrics.csv
GRU,ETTh2,NR,96,96,7,3,0.37843002498682055,0.4058560686452048,long_term/GRU/ETTh2/NR/seq96_pred96/channel_metrics.csv
GRU,ETTh2,NR,96,336,7,3,0.4931947886943817,0.4797370359301567,long_term/GRU/ETTh2/NR/seq96_pred336/channel_metrics.csv
GRU,ETTh2,NR,336,96,7,3,0.37056584576410906,0.423955432006291,long_term/GRU/ETTh2/NR/seq336_pred96/channel_metrics.csv
GRU,ETTh2,NR,336,336,7,3,0.40369321326059954,0.4394246084349496,long_term/GRU/ETTh2/NR/seq336_pred336/channel_metrics.csv
GRU,ETTh2,RR,96,96,7,3,0.35272105277648996,0.3926941986594881,long_term/GRU/ETTh2/RR/seq96_pred96/channel_metrics.csv
GRU,ETTh2,RR,96,336,7,3,0.4641644675284624,0.47051845490932465,long_term/GRU/ETTh2/RR/seq96_pred336/channel_metrics.csv
GRU,ETTh2,RR,336,96,7,3,0.38280521013907026,0.42664981207677294,long_term/GRU/ETTh2/RR/seq336_pred96/channel_metrics.csv
GRU,ETTh2,RR,336,336,7,3,0.39865223238510744,0.4378515960914748,long_term/GRU/ETTh2/RR/seq336_pred336/channel_metrics.csv
GRU,ETTm1,NN,96,96,7,3,0.3788973657148225,0.3978483591760908,long_term/GRU/ETTm1/NN/seq96_pred96/channel_metrics.csv
GRU,ETTm1,NN,96,336,7,3,0.4425933893237795,0.443566484110696,long_term/GRU/ETTm1/NN/seq96_pred336/channel_metrics.csv
GRU,ETTm1,NN,336,96,7,3,0.3953055111425264,0.41378745436668396,long_term/GRU/ETTm1/NN/seq336_pred96/channel_metrics.csv
GRU,ETTm1,NN,336,336,7,3,0.5025126359292439,0.4671078005007335,long_term/GRU/ETTm1/NN/seq336_pred336/channel_metrics.csv
GRU,ETTm1,RN,96,96,7,3,0.47820586604731424,0.4505341968366078,long_term/GRU/ETTm1/RN/seq96_pred96/channel_metrics.csv
GRU,ETTm1,RN,96,336,7,3,0.46368180055703434,0.4580992268664496,long_term/GRU/ETTm1/RN/seq96_pred336/channel_metrics.csv
GRU,ETTm1,RN,336,96,7,3,0.44877015692847116,0.4401609067405973,long_term/GRU/ETTm1/RN/seq336_pred96/channel_metrics.csv
GRU,ETTm1,RN,336,336,7,3,0.45099334684865816,0.4584975263902119,long_term/GRU/ETTm1/RN/seq336_pred336/channel_metrics.csv
GRU,ETTm1,NR,96,96,7,3,0.44226793040122303,0.44175618248326437,long_term/GRU/ETTm1/NR/seq96_pred96/channel_metrics.csv
GRU,ETTm1,NR,96,336,7,3,0.5089916576232228,0.4747461825609207,long_term/GRU/ETTm1/NR/seq96_pred336/channel_metrics.csv
GRU,ETTm1,NR,336,96,7,3,0.7043215999645847,0.5523027947970799,long_term/GRU/ETTm1/NR/seq336_pred96/channel_metrics.csv
GRU,ETTm1,NR,336,336,7,3,0.6815916502049991,0.5502344816923141,long_term/GRU/ETTm1/NR/seq336_pred336/channel_metrics.csv
GRU,ETTm1,RR,96,96,7,3,0.4213976923908506,0.418882925595556,long_term/GRU/ETTm1/RR/seq96_pred96/channel_metrics.csv
GRU,ETTm1,RR,96,336,7,3,0.44278317051274435,0.44000678403036936,long_term/GRU/ETTm1/RR/seq96_pred336/channel_metrics.csv
GRU,ETTm1,RR,336,96,7,3,0.5324044919439724,0.4942504550729479,long_term/GRU/ETTm1/RR/seq336_pred96/channel_metrics.csv
GRU,ETTm1,RR,336,336,7,3,0.5142092502542904,0.5003792239086968,long_term/GRU/ETTm1/RR/seq336_pred336/channel_metrics.csv
GRU,ETTm2,NN,96,96,7,3,0.1970949680544436,0.274296873914344,long_term/GRU/ETTm2/NN/seq96_pred96/channel_metrics.csv
GRU,ETTm2,NN,96,336,7,3,0.3318641358720405,0.36797922211033957,long_term/GRU/ETTm2/NN/seq96_pred336/channel_metrics.csv
GRU,ETTm2,NN,336,96,7,3,0.22278426235009516,0.30990853160619736,long_term/GRU/ETTm2/NN/seq336_pred96/channel_metrics.csv
GRU,ETTm2,NN,336,336,7,3,0.32347445176648243,0.3702295145818165,long_term/GRU/ETTm2/NN/seq336_pred336/channel_metrics.csv
GRU,ETTm2,RN,96,96,7,3,0.23064325177775963,0.3106186602796827,long_term/GRU/ETTm2/RN/seq96_pred96/channel_metrics.csv
GRU,ETTm2,RN,96,336,7,3,0.3468930103949138,0.37744329976184027,long_term/GRU/ETTm2/RN/seq96_pred336/channel_metrics.csv
GRU,ETTm2,RN,336,96,7,3,0.225509154942951,0.3135466213737215,long_term/GRU/ETTm2/RN/seq336_pred96/channel_metrics.csv
GRU,ETTm2,RN,336,336,7,3,0.33335263428411316,0.3775839975902012,long_term/GRU/ETTm2/RN/seq336_pred336/channel_metrics.csv
GRU,ETTm2,NR,96,96,7,3,0.24545339102457678,0.32124711466687067,long_term/GRU/ETTm2/NR/seq96_pred96/channel_metrics.csv
GRU,ETTm2,NR,96,336,7,3,0.33714968032602755,0.3728610468762262,long_term/GRU/ETTm2/NR/seq96_pred336/channel_metrics.csv
GRU,ETTm2,NR,336,96,7,3,0.2420958908540862,0.3287038973399571,long_term/GRU/ETTm2/NR/seq336_pred96/channel_metrics.csv
GRU,ETTm2,NR,336,336,7,3,0.3437183355646474,0.3857536571366446,long_term/GRU/ETTm2/NR/seq336_pred336/channel_metrics.csv
GRU,ETTm2,RR,96,96,7,3,0.1944693877760853,0.2773955283420427,long_term/GRU/ETTm2/RR/seq96_pred96/channel_metrics.csv
GRU,ETTm2,RR,96,336,7,3,0.33291733185095446,0.36991410170282635,long_term/GRU/ETTm2/RR/seq96_pred336/channel_metrics.csv
GRU,ETTm2,RR,336,96,7,3,0.22785081647868669,0.3176073187163898,long_term/GRU/ETTm2/RR/seq336_pred96/channel_metrics.csv
GRU,ETTm2,RR,336,336,7,3,0.36963216055716785,0.3960644028016499,long_term/GRU/ETTm2/RR/seq336_pred336/channel_metrics.csv
GRU,electricity,NN,96,96,321,160,0.2522524666448839,0.33321612492723046,long_term/GRU/electricity/NN/seq96_pred96/channel_metrics.csv
GRU,electricity,NN,96,336,321,160,0.8396443563240122,0.7509602097278252,long_term/GRU/electricity/NN/seq96_pred336/channel_metrics.csv
GRU,electricity,NN,336,96,321,160,0.2482180066152329,0.33616066359003827,long_term/GRU/electricity/NN/seq336_pred96/channel_metrics.csv
GRU,electricity,NN,336,336,321,160,0.8309573936435091,0.7476090567770909,long_term/GRU/electricity/NN/seq336_pred336/channel_metrics.csv
